Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
127120077,9/2/2021 16:19,9/2/2021 16:30,70605,640,1024,S Negley Ave & Baum Blvd,49401,Stanton Ave & N Negley Ave,Subscriber
127120081,9/2/2021 16:19,9/2/2021 17:17,70661,3462,1001,Forbes Ave & Market Square,1015,Federal St & E North Ave,Customer
127120108,9/2/2021 16:20,9/2/2021 16:30,70322,615,1093,S Bouquet Ave & Sennott St,49301,Centre Ave & N Craig St,Subscriber
127120140,9/2/2021 16:20,9/2/2021 16:25,70920,304,1044,Zulema St & Coltart Ave,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
127120236,9/2/2021 16:22,9/2/2021 17:06,70580,2643,1045,S 27th St & Sidney St. (Southside Works),1093,S Bouquet Ave & Sennott St,Subscriber
127120291,9/2/2021 16:23,9/2/2021 16:34,70466,660,1093,S Bouquet Ave & Sennott St,1088,Frazier St & Dawson St,Subscriber
127120471,9/2/2021 16:26,9/2/2021 16:32,70862,402,49731,Ross St & Fourth Ave,1001,Forbes Ave & Market Square,Subscriber
127120505,9/2/2021 16:26,9/2/2021 16:36,70101,589,1037,Frew St & Schenley Dr,1088,Frazier St & Dawson St,Subscriber
127120656,9/2/2021 16:29,9/2/2021 16:48,70616,1143,1000,Liberty Ave & Stanwix St,49951,Butler St & 36th St,Customer
127120753,9/2/2021 16:30,9/2/2021 16:43,70705,741,1020,42nd & Penn Ave.,1023,Liberty Ave & Baum Blvd,Subscriber
127120830,9/2/2021 16:32,9/2/2021 17:19,70939,2846,1002,Third Ave & Wood St,1003,First Ave & Smithfield St,Subscriber
127121104,9/2/2021 16:37,9/2/2021 17:28,70501,3068,1041,Fifth Ave & S Bouquet St,,BIKE 70501,Subscriber
127121151,9/2/2021 16:38,9/2/2021 16:43,70834,299,1069,Beacon St & Murray Ave,1070,Hobart St & Wightman St,Subscriber
127121197,9/2/2021 16:38,9/2/2021 16:43,70745,285,1016,17th St & Penn Ave,49611,24th St & Smallman St,Customer
127121236,9/2/2021 16:39,9/2/2021 16:44,70759,298,1003,First Ave & Smithfield St,1082,W Station Square Dr & Bessemer Court,Subscriber
127121355,9/2/2021 16:42,9/2/2021 17:04,70736,1320,49611,24th St & Smallman St,1072,Glasshouse,Customer
127121415,9/2/2021 16:43,9/2/2021 16:56,70140,816,1051,Transit,49621,14th St & Penn Ave,Customer
127121451,9/2/2021 16:43,9/2/2021 17:08,70662,1511,1048,S 18th St & Sidney St,1006,Ross St & Sixth Ave (Steel Plaza T Station),Customer
127121499,9/2/2021 16:44,9/2/2021 17:17,70778,1956,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),49261,Wightman St & Forbes Ave,Customer
127121503,9/2/2021 16:44,9/2/2021 17:02,70638,1088,1037,Frew St & Schenley Dr,1023,Liberty Ave & Baum Blvd,Subscriber
127121548,9/2/2021 16:45,9/2/2021 17:11,71157,1545,1027,Shady Ave & Ellsworth Ave,1068,Forbes Ave & Murray Ave,Customer
127121689,9/2/2021 16:48,9/2/2021 16:51,70531,199,1023,Liberty Ave & Baum Blvd,,BIKE 70531,Customer
127121763,9/2/2021 16:49,9/2/2021 16:54,70682,295,1044,Zulema St & Coltart Ave,1093,S Bouquet Ave & Sennott St,Subscriber
127121820,9/2/2021 16:50,9/2/2021 17:07,70553,1017,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1032,Walnut St & College St,Subscriber
127121868,9/2/2021 16:51,9/2/2021 17:51,70621,3585,1017,21st St & Penn Ave,1016,17th St & Penn Ave,Customer
127121886,9/2/2021 16:52,9/2/2021 17:06,71183,842,1017,21st St & Penn Ave,1054,Smithfield St & Fourth Ave,Customer
127121988,9/2/2021 16:53,9/2/2021 17:14,71232,1231,1001,Forbes Ave & Market Square,1049,S 12th St & E Carson St,Customer
127122010,9/2/2021 16:54,9/2/2021 17:11,70943,1027,1041,Fifth Ave & S Bouquet St,1093,S Bouquet Ave & Sennott St,Subscriber
127122035,9/2/2021 16:54,9/2/2021 18:24,71175,5407,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
127122258,9/2/2021 16:58,9/2/2021 17:00,70025,133,1088,Frazier St & Dawson St,1088,Frazier St & Dawson St,Subscriber
127122276,9/2/2021 16:58,9/2/2021 17:02,70101,196,1088,Frazier St & Dawson St,1088,Frazier St & Dawson St,Subscriber
127122316,9/2/2021 16:59,9/2/2021 17:22,70763,1400,1028,Penn Ave & Putnam St (Bakery Square),1044,Zulema St & Coltart Ave,Subscriber
127122368,9/2/2021 17:00,9/2/2021 17:07,70698,455,1088,Frazier St & Dawson St,1093,S Bouquet Ave & Sennott St,Customer
127122481,9/2/2021 17:02,9/2/2021 17:06,70050,257,1099,Forbes Ave & S Craig St,,BIKE 70050,Subscriber
127122637,9/2/2021 17:05,9/3/2021 11:21,70825,65789,1041,Fifth Ave & S Bouquet St,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),Customer
127122724,9/2/2021 17:07,9/2/2021 17:14,71196,449,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
127122825,9/2/2021 17:08,9/2/2021 18:39,70685,5457,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
127122840,9/2/2021 17:09,9/2/2021 18:39,70557,5438,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
127122897,9/2/2021 17:09,9/2/2021 17:28,71186,1090,1004,First Ave & B St (T Station),1045,S 27th St & Sidney St. (Southside Works),Customer
127123016,9/2/2021 17:11,9/2/2021 18:13,71207,3704,1045,S 27th St & Sidney St. (Southside Works),1084,Hot Metal St & Tunnel Blvd,Customer
127123028,9/2/2021 17:11,9/2/2021 17:23,70738,681,1093,S Bouquet Ave & Sennott St,1045,S 27th St & Sidney St. (Southside Works),Subscriber
127123043,9/2/2021 17:12,9/2/2021 18:13,70105,3697,1045,S 27th St & Sidney St. (Southside Works),1084,Hot Metal St & Tunnel Blvd,Customer
127123077,9/2/2021 17:13,9/3/2021 11:19,70966,65202,1002,Third Ave & Wood St,1007,Stevenson St & Forbes Ave,Customer
127123115,9/2/2021 17:13,9/3/2021 11:18,70586,65121,1009,12th St & Penn Ave,49611,24th St & Smallman St,Customer
127123139,9/2/2021 17:14,9/2/2021 17:24,70050,634,,BIKE 70050,,BIKE 70050,Subscriber
127123161,9/2/2021 17:14,9/2/2021 17:27,70322,768,49301,Centre Ave & N Craig St,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
127123176,9/2/2021 17:14,9/2/2021 17:30,70736,946,1072,Glasshouse,1072,Glasshouse,Subscriber
127123177,9/2/2021 17:14,9/2/2021 17:20,70952,319,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1044,Zulema St & Coltart Ave,Subscriber
127123182,9/2/2021 17:14,9/2/2021 17:22,70024,481,1012,North Shore Trail & Fort Duquesne Bridge,49801,Microsoft,Subscriber
127123207,9/2/2021 17:15,9/3/2021 14:40,70816,77127,49581,Liberty Ave & 37th St,1037,Frew St & Schenley Dr,Customer
127123255,9/2/2021 17:16,9/2/2021 17:20,70923,280,1016,17th St & Penn Ave,49641,11th St & Penn Ave,Subscriber
127123337,9/2/2021 17:18,9/2/2021 17:37,70843,1179,49261,Wightman St & Forbes Ave,1094,O'Hara St & Desoto St,Subscriber
127123422,9/2/2021 17:20,9/2/2021 17:27,70682,450,1093,S Bouquet Ave & Sennott St,1094,O'Hara St & Desoto St,Subscriber
127123435,9/2/2021 17:20,9/2/2021 17:42,70906,1314,1002,Third Ave & Wood St,1084,Hot Metal St & Tunnel Blvd,Customer
127123527,9/2/2021 17:22,9/2/2021 17:30,70785,471,1093,S Bouquet Ave & Sennott St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
127123585,9/2/2021 17:24,9/2/2021 17:57,70661,2038,1015,Federal St & E North Ave,1085,Eliza Furnace Trail at Swinburne St,Customer
127123617,9/2/2021 17:24,9/2/2021 17:38,70433,809,1074,South Side Trail & S 4th St,1084,Hot Metal St & Tunnel Blvd,Subscriber
127123713,9/2/2021 17:26,9/2/2021 17:40,70580,811,1093,S Bouquet Ave & Sennott St,49251,Schenley Dr & Forbes Ave,Subscriber
127123770,9/2/2021 17:28,9/2/2021 17:37,70799,585,1033,Ivy St & Walnut St   ,1062,S Winebiddle St & Penn Ave,Subscriber
127123773,9/2/2021 17:28,9/2/2021 17:31,70920,182,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1093,S Bouquet Ave & Sennott St,Subscriber
127123815,9/2/2021 17:28,9/2/2021 17:38,70682,584,1094,O'Hara St & Desoto St,1043,S Millvale Ave & Centre Ave,Subscriber
127123872,9/2/2021 17:30,9/2/2021 17:44,70529,874,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1031,Maryland Ave & Ellsworth Ave,Subscriber
127123982,9/2/2021 17:33,9/2/2021 17:43,70907,614,1011,Fort Duquesne Blvd & 7th St,1015,Federal St & E North Ave,Subscriber
127124117,9/2/2021 17:35,9/2/2021 18:02,70745,1600,49611,24th St & Smallman St,1026,Penn Ave & S Whitfield St,Customer
127124170,9/2/2021 17:37,9/2/2021 18:03,70904,1611,1037,Frew St & Schenley Dr,1069,Beacon St & Murray Ave,Subscriber
127124209,9/2/2021 17:37,9/2/2021 17:52,70322,852,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1033,Ivy St & Walnut St   ,Subscriber
127124276,9/2/2021 17:39,9/2/2021 18:27,70912,2863,1012,North Shore Trail & Fort Duquesne Bridge,,BIKE 70912,Customer
127124285,9/2/2021 17:39,9/3/2021 11:31,70849,64316,1045,S 27th St & Sidney St. (Southside Works),1082,W Station Square Dr & Bessemer Court,Customer
127124329,9/2/2021 17:40,9/2/2021 19:03,71192,4982,1045,S 27th St & Sidney St. (Southside Works),1082,W Station Square Dr & Bessemer Court,Customer
127124364,9/2/2021 17:41,9/2/2021 18:27,70246,2747,1012,North Shore Trail & Fort Duquesne Bridge,,BIKE 70246,Customer
127124560,9/2/2021 17:46,9/2/2021 17:50,70529,228,1031,Maryland Ave & Ellsworth Ave,1032,Walnut St & College St,Subscriber
127124692,9/2/2021 17:49,9/2/2021 18:16,70847,1633,1091,Semple St & Louisa St,1084,Hot Metal St & Tunnel Blvd,Subscriber
127124729,9/2/2021 17:50,9/2/2021 19:34,70553,6232,1032,Walnut St & College St,,BIKE 70553,Subscriber
127124821,9/2/2021 17:53,9/2/2021 18:11,70037,1070,,BIKE 70037,1037,Frew St & Schenley Dr,Subscriber
127124843,9/2/2021 17:54,9/3/2021 11:14,70711,62448,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Customer
127124847,9/2/2021 17:54,9/2/2021 17:59,70843,338,1094,O'Hara St & Desoto St,49301,Centre Ave & N Craig St,Subscriber
127124862,9/2/2021 17:54,9/2/2021 18:47,70433,3188,1084,Hot Metal St & Tunnel Blvd,1072,Glasshouse,Customer
127124884,9/2/2021 17:55,9/2/2021 18:22,70932,1655,1013,Isabella St & Federal St (PNC Park),,BIKE 70932,Subscriber
127124888,9/2/2021 17:55,9/2/2021 18:18,70906,1389,1084,Hot Metal St & Tunnel Blvd,1072,Glasshouse,Customer
127124889,9/2/2021 17:55,9/2/2021 18:08,70920,802,1093,S Bouquet Ave & Sennott St,1070,Hobart St & Wightman St,Subscriber
127124896,9/2/2021 17:55,9/3/2021 10:22,70588,59194,1045,S 27th St & Sidney St. (Southside Works),1000,Liberty Ave & Stanwix St,Customer
127124991,9/2/2021 17:58,9/2/2021 18:09,70202,662,1045,S 27th St & Sidney St. (Southside Works),1048,S 18th St & Sidney St,Subscriber
127125220,9/2/2021 18:04,9/2/2021 18:18,70750,788,1051,Transit,1048,S 18th St & Sidney St,Customer
127125225,9/2/2021 18:05,9/2/2021 18:45,70660,2405,1099,Forbes Ave & S Craig St,49691,Liberty Ave & 6th St,Customer
127125231,9/2/2021 18:05,9/2/2021 18:45,71204,2441,1099,Forbes Ave & S Craig St,49691,Liberty Ave & 6th St,Customer
127125291,9/2/2021 18:07,9/2/2021 18:11,70698,287,1093,S Bouquet Ave & Sennott St,1093,S Bouquet Ave & Sennott St,Subscriber
127125333,9/2/2021 18:08,9/2/2021 18:17,70467,540,1045,S 27th St & Sidney St. (Southside Works),,BIKE 70467,Customer
127125358,9/2/2021 18:09,9/2/2021 18:26,70979,1017,1011,Fort Duquesne Blvd & 7th St,49951,Butler St & 36th St,Subscriber
127125404,9/2/2021 18:10,9/2/2021 18:39,70903,1713,1093,S Bouquet Ave & Sennott St,1045,S 27th St & Sidney St. (Southside Works),Customer
127125451,9/2/2021 18:11,9/2/2021 18:41,70518,1798,49881,Arch St & Jacksonia St,1046,S 25th St & E Carson St,Customer
127125488,9/2/2021 18:12,9/3/2021 10:19,71181,58019,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
127125519,9/2/2021 18:13,9/2/2021 19:33,70656,4806,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),49641,11th St & Penn Ave,Customer
127125559,9/2/2021 18:14,9/2/2021 18:39,70698,1475,1093,S Bouquet Ave & Sennott St,1045,S 27th St & Sidney St. (Southside Works),Customer
127125563,9/2/2021 18:14,9/2/2021 18:48,70985,2050,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
127125587,9/2/2021 18:15,9/2/2021 18:22,71176,424,1024,S Negley Ave & Baum Blvd,1033,Ivy St & Walnut St   ,Subscriber
127125615,9/2/2021 18:16,9/2/2021 18:49,70090,1982,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
127125635,9/2/2021 18:16,9/2/2021 18:29,70619,772,1001,Forbes Ave & Market Square,1072,Glasshouse,Customer
127125637,9/2/2021 18:16,9/2/2021 18:29,70401,745,1002,Third Ave & Wood St,1072,Glasshouse,Customer
127125729,9/2/2021 18:19,9/2/2021 19:46,70915,5193,49561,Butler St & 48th St,1010,10th St & Penn Ave,Customer
127125746,9/2/2021 18:20,9/2/2021 18:34,70943,879,1093,S Bouquet Ave & Sennott St,1045,S 27th St & Sidney St. (Southside Works),Customer
127125811,9/2/2021 18:22,9/2/2021 18:47,70957,1542,1072,Glasshouse,49611,24th St & Smallman St,Customer
127125930,9/2/2021 18:26,9/2/2021 18:36,70864,604,1099,Forbes Ave & S Craig St,1091,Semple St & Louisa St,Subscriber
127125933,9/2/2021 18:26,9/2/2021 18:28,70505,154,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1099,Forbes Ave & S Craig St,Subscriber
127125955,9/2/2021 18:26,9/2/2021 19:19,70747,3186,1059,Burns White Center at 3 Crossings,1059,Burns White Center at 3 Crossings,Customer
127126005,9/2/2021 18:28,9/2/2021 18:38,70932,610,,BIKE 70932,49801,Microsoft,Subscriber
127126015,9/2/2021 18:28,9/2/2021 19:08,70467,2374,,BIKE 70467,,BIKE 70467,Customer
127126021,9/2/2021 18:29,9/2/2021 23:19,70221,17403,1001,Forbes Ave & Market Square,1051,Transit,Customer
127126048,9/2/2021 18:30,9/2/2021 18:39,70630,538,1029,Alder St & S Highland Ave,1023,Liberty Ave & Baum Blvd,Subscriber
127126058,9/2/2021 18:31,9/2/2021 23:20,70862,17327,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
127126089,9/2/2021 18:32,9/2/2021 18:45,70564,785,49651,Grant St & Strawberry Way,1015,Federal St & E North Ave,Subscriber
127126113,9/2/2021 18:33,9/2/2021 18:36,70920,157,1070,Hobart St & Wightman St,1069,Beacon St & Murray Ave,Subscriber
127126115,9/2/2021 18:33,9/2/2021 19:17,70819,2654,1035,Fifth Ave & S Dithridge St,1099,Forbes Ave & S Craig St,Customer
127126120,9/2/2021 18:33,9/2/2021 18:35,70743,133,1093,S Bouquet Ave & Sennott St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
127126200,9/2/2021 18:36,9/2/2021 18:43,70375,447,1033,Ivy St & Walnut St   ,1029,Alder St & S Highland Ave,Subscriber
127126203,9/2/2021 18:36,9/2/2021 18:43,70762,422,49301,Centre Ave & N Craig St,1023,Liberty Ave & Baum Blvd,Subscriber
127126210,9/2/2021 18:36,9/2/2021 18:53,70792,978,1011,Fort Duquesne Blvd & 7th St,,BIKE 70792,Customer
127126216,9/2/2021 18:37,9/2/2021 18:53,70922,962,1011,Fort Duquesne Blvd & 7th St,,BIKE 70922,Customer
127126235,9/2/2021 18:37,9/2/2021 18:43,70794,343,49921,W General Robinson St & Chuck Noll Way,1015,Federal St & E North Ave,Subscriber
127126293,9/2/2021 18:40,9/2/2021 19:02,70007,1320,1088,Frazier St & Dawson St,,BIKE 70007,Customer
127126427,9/2/2021 18:45,9/2/2021 19:01,70149,971,1035,Fifth Ave & S Dithridge St,1023,Liberty Ave & Baum Blvd,Customer
127126428,9/2/2021 18:45,9/2/2021 19:09,70807,1436,1082,W Station Square Dr & Bessemer Court,1001,Forbes Ave & Market Square,Customer
127126443,9/2/2021 18:45,9/2/2021 19:00,70124,878,49801,Microsoft,,BIKE 70124,Customer
127126444,9/2/2021 18:45,9/2/2021 19:10,70759,1500,1082,W Station Square Dr & Bessemer Court,1001,Forbes Ave & Market Square,Customer
127126481,9/2/2021 18:47,9/2/2021 19:07,70552,1195,1084,Hot Metal St & Tunnel Blvd,1045,S 27th St & Sidney St. (Southside Works),Customer
127126510,9/2/2021 18:48,9/2/2021 19:17,70814,1762,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
127126517,9/2/2021 18:48,9/3/2021 10:23,70988,56066,1018,Butler St & Stanton Ave,1000,Liberty Ave & Stanwix St,Customer
127126522,9/2/2021 18:49,9/2/2021 18:53,70535,241,1033,Ivy St & Walnut St   ,1029,Alder St & S Highland Ave,Subscriber
127126538,9/2/2021 18:49,9/3/2021 10:23,70978,56039,1018,Butler St & Stanton Ave,1000,Liberty Ave & Stanwix St,Customer
127126617,9/2/2021 18:54,9/2/2021 19:02,70613,482,1086,Technology Dr & Bates St ,1045,S 27th St & Sidney St. (Southside Works),Customer
127126639,9/2/2021 18:55,9/2/2021 18:57,70928,142,1024,S Negley Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Customer
127126678,9/2/2021 18:57,9/2/2021 19:16,70511,1168,1099,Forbes Ave & S Craig St,49391,E Liberty Blvd & Negley Ave,Subscriber
127126681,9/2/2021 18:57,9/2/2021 19:02,70674,320,1099,Forbes Ave & S Craig St,1093,S Bouquet Ave & Sennott St,Subscriber
127126691,9/2/2021 18:58,9/2/2021 19:38,70318,2422,49801,Microsoft,49801,Microsoft,Customer
127126737,9/2/2021 18:59,9/2/2021 19:17,70905,1027,49801,Microsoft,49921,W General Robinson St & Chuck Noll Way,Customer
127126742,9/2/2021 19:00,9/2/2021 19:17,70599,1037,49801,Microsoft,49921,W General Robinson St & Chuck Noll Way,Customer
127126857,9/2/2021 19:06,9/2/2021 19:50,70124,2654,,BIKE 70124,49801,Microsoft,Customer
127126866,9/2/2021 19:06,9/2/2021 19:35,70767,1733,1001,Forbes Ave & Market Square,1045,S 27th St & Sidney St. (Southside Works),Subscriber
127126903,9/2/2021 19:08,9/2/2021 19:37,70024,1721,49801,Microsoft,49801,Microsoft,Customer
127126926,9/2/2021 19:09,9/2/2021 19:17,70952,458,1044,Zulema St & Coltart Ave,1093,S Bouquet Ave & Sennott St,Subscriber
127126934,9/2/2021 19:10,9/2/2021 20:07,70509,3451,49951,Butler St & 36th St,49951,Butler St & 36th St,Customer
127126946,9/2/2021 19:10,9/2/2021 20:07,70979,3432,49951,Butler St & 36th St,49951,Butler St & 36th St,Customer
127126959,9/2/2021 19:11,9/2/2021 19:16,70864,285,1091,Semple St & Louisa St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
127127015,9/2/2021 19:16,9/2/2021 20:45,70957,5370,49611,24th St & Smallman St,49611,24th St & Smallman St,Customer
127127098,9/2/2021 19:19,9/2/2021 19:26,70674,369,1093,S Bouquet Ave & Sennott St,1088,Frazier St & Dawson St,Subscriber
127127111,9/2/2021 19:20,9/2/2021 19:25,70864,308,1038,Boulevard of the Allies & Parkview Ave,,BIKE 70864,Customer
127127115,9/2/2021 19:20,9/2/2021 19:26,70859,338,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1043,S Millvale Ave & Centre Ave,Subscriber
127127123,9/2/2021 19:21,9/2/2021 19:27,71172,394,49301,Centre Ave & N Craig St,49301,Centre Ave & N Craig St,Subscriber
127127160,9/2/2021 19:23,9/2/2021 19:59,70912,2180,,BIKE 70912,1048,S 18th St & Sidney St,Customer
127127167,9/2/2021 19:24,9/2/2021 19:58,70246,2089,,BIKE 70246,1048,S 18th St & Sidney St,Customer
127127180,9/2/2021 19:24,9/3/2021 11:49,70843,59060,49301,Centre Ave & N Craig St,1038,Boulevard of the Allies & Parkview Ave,Customer
127127196,9/2/2021 19:25,9/2/2021 19:30,70638,257,1023,Liberty Ave & Baum Blvd,,BIKE 70638,Customer
127127212,9/2/2021 19:26,9/2/2021 20:32,70758,3952,1032,Walnut St & College St,1032,Walnut St & College St,Customer
127127243,9/2/2021 19:28,9/2/2021 19:54,70433,1569,1072,Glasshouse,1084,Hot Metal St & Tunnel Blvd,Customer
127127283,9/2/2021 19:30,9/2/2021 20:19,70532,2926,1033,Ivy St & Walnut St   ,1038,Boulevard of the Allies & Parkview Ave,Subscriber
127127309,9/2/2021 19:31,9/2/2021 20:15,70926,2607,1095,Schenley Dr & Forbes Ave (Schenley Plaza),49801,Microsoft,Customer
127127346,9/2/2021 19:34,9/2/2021 20:01,70564,1636,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
127127364,9/2/2021 19:35,9/2/2021 19:45,70511,599,49391,E Liberty Blvd & Negley Ave,1024,S Negley Ave & Baum Blvd,Customer
127127382,9/2/2021 19:36,9/2/2021 19:40,70962,233,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1094,O'Hara St & Desoto St,Subscriber
127127415,9/2/2021 19:38,9/3/2021 14:47,70579,68939,1032,Walnut St & College St,,BIKE 70579,Customer
127127451,9/2/2021 19:40,9/2/2021 19:59,71232,1136,1049,S 12th St & E Carson St,1055,Promaster,Customer
127127480,9/2/2021 19:42,9/2/2021 19:48,70952,370,1093,S Bouquet Ave & Sennott St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
127127537,9/2/2021 19:46,9/2/2021 20:05,70977,1174,1028,Penn Ave & Putnam St (Bakery Square),1038,Boulevard of the Allies & Parkview Ave,Subscriber
127127569,9/2/2021 19:48,9/2/2021 19:57,70690,554,1068,Forbes Ave & Murray Ave,1032,Walnut St & College St,Customer
127127575,9/2/2021 19:48,9/2/2021 19:53,70831,297,1038,Boulevard of the Allies & Parkview Ave,1093,S Bouquet Ave & Sennott St,Subscriber
127127586,9/2/2021 19:49,9/2/2021 20:15,70791,1554,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
127127614,9/2/2021 19:51,9/2/2021 19:59,70841,469,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1024,S Negley Ave & Baum Blvd,Subscriber
127127683,9/2/2021 19:55,9/2/2021 20:10,70931,872,49921,W General Robinson St & Chuck Noll Way,49801,Microsoft,Customer
127127686,9/2/2021 19:56,9/2/2021 20:09,70929,820,49921,W General Robinson St & Chuck Noll Way,49801,Microsoft,Customer
127127752,9/2/2021 20:00,9/2/2021 20:10,70149,586,1023,Liberty Ave & Baum Blvd,1027,Shady Ave & Ellsworth Ave,Customer
127127777,9/2/2021 20:03,9/2/2021 20:40,71195,2209,1053,Hamilton Ave & Zodiac Way,1053,Hamilton Ave & Zodiac Way,Subscriber
127127783,9/2/2021 20:04,9/2/2021 20:08,70831,249,1093,S Bouquet Ave & Sennott St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
127127792,9/2/2021 20:05,9/2/2021 20:30,70819,1522,1099,Forbes Ave & S Craig St,1028,Penn Ave & Putnam St (Bakery Square),Subscriber
127127857,9/2/2021 20:11,9/2/2021 21:39,70930,5290,1039,Atwood St & Bates St,1049,S 12th St & E Carson St,Subscriber
127127884,9/2/2021 20:13,9/2/2021 21:20,70527,3973,49691,Liberty Ave & 6th St,49691,Liberty Ave & 6th St,Customer
127127915,9/2/2021 20:15,9/2/2021 20:26,70763,683,1044,Zulema St & Coltart Ave,1084,Hot Metal St & Tunnel Blvd,Subscriber
127127933,9/2/2021 20:16,9/2/2021 20:24,70962,471,1094,O'Hara St & Desoto St,1088,Frazier St & Dawson St,Subscriber
127127943,9/2/2021 20:16,9/2/2021 20:40,70660,1444,49691,Liberty Ave & 6th St,,BIKE 70660,Customer
127127969,9/2/2021 20:19,9/2/2021 20:38,70977,1158,1038,Boulevard of the Allies & Parkview Ave,49271,S Craig St & 5th Ave,Customer
127128010,9/2/2021 20:21,9/2/2021 20:23,71172,87,49301,Centre Ave & N Craig St,49301,Centre Ave & N Craig St,Subscriber
127128043,9/2/2021 20:25,9/2/2021 20:34,71224,527,1035,Fifth Ave & S Dithridge St,1033,Ivy St & Walnut St   ,Subscriber
127128075,9/2/2021 20:29,9/2/2021 20:44,70743,926,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1032,Walnut St & College St,Subscriber
127128110,9/2/2021 20:32,9/2/2021 20:41,70643,522,1023,Liberty Ave & Baum Blvd,1026,Penn Ave & S Whitfield St,Subscriber
127128120,9/2/2021 20:33,9/2/2021 20:38,70758,279,1032,Walnut St & College St,1031,Maryland Ave & Ellsworth Ave,Subscriber
127128149,9/2/2021 20:36,9/2/2021 21:00,70501,1466,,BIKE 70501,1064,Frankstown Ave & E Liberty Blvd,Subscriber
127128189,9/2/2021 20:42,9/2/2021 20:51,70819,539,1028,Penn Ave & Putnam St (Bakery Square),1024,S Negley Ave & Baum Blvd,Subscriber
127128201,9/2/2021 20:44,9/2/2021 20:48,70758,230,1031,Maryland Ave & Ellsworth Ave,1031,Maryland Ave & Ellsworth Ave,Subscriber
127128246,9/2/2021 20:50,9/2/2021 21:01,70899,674,1031,Maryland Ave & Ellsworth Ave,1033,Ivy St & Walnut St   ,Subscriber
127128249,9/2/2021 20:50,9/2/2021 21:00,71205,621,1031,Maryland Ave & Ellsworth Ave,1033,Ivy St & Walnut St   ,Subscriber
127128263,9/2/2021 20:51,9/2/2021 21:11,70831,1176,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1032,Walnut St & College St,Subscriber
127128272,9/2/2021 20:52,9/2/2021 20:59,70674,408,1088,Frazier St & Dawson St,1041,Fifth Ave & S Bouquet St,Subscriber
127128284,9/2/2021 20:55,9/2/2021 20:56,71172,92,49301,Centre Ave & N Craig St,49301,Centre Ave & N Craig St,Subscriber
127128300,9/2/2021 20:56,9/2/2021 21:14,70277,1057,1027,Shady Ave & Ellsworth Ave,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
127128301,9/2/2021 20:56,9/2/2021 21:17,70149,1269,1027,Shady Ave & Ellsworth Ave,,BIKE 70149,Customer
127128302,9/2/2021 20:56,9/2/2021 21:22,70771,1572,1027,Shady Ave & Ellsworth Ave,,BIKE 70771,Customer
127128303,9/2/2021 20:56,9/2/2021 21:18,70604,1289,1027,Shady Ave & Ellsworth Ave,,BIKE 70604,Customer
127128314,9/2/2021 20:57,9/2/2021 21:04,70785,416,1038,Boulevard of the Allies & Parkview Ave,1093,S Bouquet Ave & Sennott St,Subscriber
127128332,9/2/2021 20:58,9/2/2021 21:03,70698,261,1045,S 27th St & Sidney St. (Southside Works),1047,S 22nd St & E Carson St,Customer
127128334,9/2/2021 20:58,9/3/2021 11:09,70030,51056,1027,Shady Ave & Ellsworth Ave,1099,Forbes Ave & S Craig St,Customer
